code,level1,level2,type,category,name
1821780420,1800000000,1821700000,НП,С,НОВОСІЛКА
1821780421,1800000000,1821700000,НП,С,СИНЯВКА
1821780422,1800000000,1821700000,НП,С,СОРОЧЕНЬ
1821780423,1800000000,1821700000,НП,С,УСОЛУСИ
1821780424,1800000000,1821700000,НП,С,ШЕВЧЕНКОВЕ
1821781600,1800000000,1821700000,,,ВАРВАРІВСЬКА/С.ВАРВАРІВКА
1821781601,1800000000,1821700000,НП,С,ВАРВАРІВКА
1821781602,1800000000,1821700000,НП,С,ВЕРЕСІВКА
1821781603,1800000000,1821700000,НП,С,КАТЕРИНІВКА
1821781604,1800000000,1821700000,НП,С,МОЙСІЇВКА
1821781605,1800000000,1821700000,НП,С,РАДИЧІ
1821782000,1800000000,1821700000,,,ВЕЛИКОЦВІЛЯНСЬКА/С.ВЕЛИКА ЦВІЛЯ
1821782001,1800000000,1821700000,НП,С,ВЕЛИКА ЦВІЛЯ
1821782003,1800000000,1821700000,НП,С,ЛІСОВЕ
1821782005,1800000000,1821700000,НП,С,БОЛЯРКА
1821782007,1800000000,1821700000,НП,С,ОСОВА
1821782009,1800000000,1821700000,НП,С,РОГІВКА
1821782400,1800000000,1821700000,,,ЗЕЛЕНИЦЬКА/С.ЗЕЛЕНИЦЯ
1821782401,1800000000,1821700000,НП,С,ЗЕЛЕНИЦЯ
1821782402,1800000000,1821700000,НП,С,ГУТА-ЗЕЛЕНИЦЬКА
1821782403,1800000000,1821700000,НП,С,ДУГА
1821782404,1800000000,1821700000,НП,С,ВІКТОРІВКА
1821782405,1800000000,1821700000,НП,С,ОЛЬХІВКА
1821784200,1800000000,1821700000,,,МИКОЛАЇВСЬКА/С.МИКОЛАЇВКА
1821784201,1800000000,1821700000,НП,С,МИКОЛАЇВКА
1821784202,1800000000,1821700000,НП,С,ОМЕЛУША
1821784203,1800000000,1821700000,НП,С,ПОЛОНИЧЕВЕ
1821784204,1800000000,1821700000,НП,С,РУДНЯ-МИКОЛАЇВКА
1821784205,1800000000,1821700000,НП,С,СПАСЬКЕ
1821784800,1800000000,1821700000,,,РУДНЄ-ІВАНІВСЬКА/С.РУДНЯ-ІВАНІВСЬКА
1821784801,1800000000,1821700000,НП,С,РУДНЯ-ІВАНІВСЬКА
1821785000,1800000000,1821700000,,,РИХАЛЬСЬКА/С.РИХАЛЬСЬКЕ
1821785001,1800000000,1821700000,НП,С,РИХАЛЬСЬКЕ
1821785002,1800000000,1821700000,НП,С,МАРИНІВКА
1821785003,1800000000,1821700000,НП,С,МАР'ЯНІВКА
1821785004,1800000000,1821700000,НП,С,СТАРА ГУТА
1821785200,1800000000,1821700000,,,РЯСНЕНСЬКА/С.РЯСНЕ
1821785201,1800000000,1821700000,НП,С,РЯСНЕ
1821785204,1800000000,1821700000,НП,С,КАМ'ЯНКА
1821785205,1800000000,1821700000,НП,С,ХОТИЖ
1821785600,1800000000,1821700000,,,СІМАКІВСЬКА/С.СІМАКІВКА
1821785601,1800000000,1821700000,НП,С,СІМАКІВКА
1821785602,1800000000,1821700000,НП,С,ЗОРЯНКА
1821785603,1800000000,1821700000,НП,С,МИХАЙЛІВКА
1821786000,1800000000,1821700000,,,СЕРБО-СЛОБІДСЬКА/С.СЕРБО-СЛОБІДКА
1821786001,1800000000,1821700000,НП,С,СЕРБО-СЛОБІДКА
1821786002,1800000000,1821700000,НП,С,ЯБЛУНІВКА
1822000000,1800000000,1822000000,Р,,ЖИТОМИРСЬКИЙ РАЙОН/М.ЖИТОМИР
1822055000,1800000000,1822000000,,,СЕЛИЩА МІСЬКОГО ТИПУ ЖИТОМИРСЬКОГО Р-НУ
1822055300,1800000000,1822000000,НП,Т,ГУЙВА
1822055600,1800000000,1822000000,НП,Т,НОВОГУЙВИНСЬКЕ
1822055900,1800000000,1822000000,НП,Т,ОЗЕРНЕ
1822080000,1800000000,1822000000,,,СІЛЬРАДИ ЖИТОМИРСЬКОГО Р-НУ
1822080300,1800000000,1822000000,,,БЕРЕЗІВСЬКА/С.БЕРЕЗІВКА
1822080301,1800000000,1822000000,НП,С,БЕРЕЗІВКА
1822080302,1800000000,1822000000,НП,С,БОГДАНІВКА
1822080304,1800000000,1822000000,НП,С,ДУБОВЕЦЬ
1822080306,1800000000,1822000000,НП,С,ЧЕРЕМОШНЕ
1822080900,1800000000,1822000000,,,ВАСИЛІВСЬКА/С.ВАСИЛІВКА
1822080901,1800000000,1822000000,НП,С,ВАСИЛІВКА
1822080902,1800000000,1822000000,НП,С,БОЛЯРКА
1822080903,1800000000,1822000000,НП,С,МУСІЇВКА
1822080904,1800000000,1822000000,НП,С,РУДКІВКА
1822080905,1800000000,1822000000,НП,С,НОВА ВАСИЛІВКА
1822081200,1800000000,1822000000,,,ВЕРЕСІВСЬКА/С.ВЕРЕСИ
1822081201,1800000000,1822000000,НП,С,ВЕРЕСИ
1822081300,1800000000,1822000000,,,ВЕРТОКИЇВСЬКА/С.ВЕРТОКИЇВКА
1822081301,1800000000,1822000000,НП,С,ВЕРТОКИЇВКА
1822081302,1800000000,1822000000,НП,С,ГОРОДИЩЕ
1822081303,1800000000,1822000000,НП,С,ІВАНКІВЦІ
1822081500,1800000000,1822000000,,,ВИСОКОПІЧСЬКА/С.ВИСОКА ПІЧ
1822081501,1800000000,1822000000,НП,С,ВИСОКА ПІЧ
1822081502,1800000000,1822000000,НП,С,ПОКОСТІВКА
1822081503,1800000000,1822000000,НП,С,РУДНЯ-ПОШТА
1822081504,1800000000,1822000000,НП,С,СТАРОШИЙКА
1822081800,1800000000,1822000000,,,ГЛИБОЧАНСЬКА/С.ГЛИБОЧОК
1822081801,1800000000,1822000000,НП,С,ГЛИБОЧОК
1822081802,1800000000,1822000000,НП,С,КРУТИ
1822082000,1800000000,1822000000,,,ГЛИБОЧИЦЬКА/С.ГЛИБОЧИЦЯ
1822082001,1800000000,1822000000,НП,С,ГЛИБОЧИЦЯ
1822082002,1800000000,1822000000,НП,С,БЕРЕЗИНА
1822082003,1800000000,1822000000,НП,С,ГАДЗИНКА
1822082004,1800000000,1822000000,НП,С,НОВА ВИГОДА
1822082100,1800000000,1822000000,,,ГОЛОВЕНКІВСЬКА/С.ГОЛОВЕНКА
1822082101,1800000000,1822000000,НП,С,ГОЛОВЕНКА
1822082103,1800000000,1822000000,НП,С,ЗАЛІЗНЯ
1822082400,1800000000,1822000000,,,ЗАМОЖНЕНСЬКА/С.ЗАМОЖНЕ
1822082401,1800000000,1822000000,НП,С,ЗАМОЖНЕ
1822083000,1800000000,1822000000,,,ІВАНІВСЬКА/С.ІВАНІВКА
1822083001,1800000000,1822000000,НП,С,ІВАНІВКА
1822083002,1800000000,1822000000,НП,С,БАРАШІВКА
1822083003,1800000000,1822000000,НП,С,БОНДАРЦІ
1822083004,1800000000,1822000000,НП,С,ДАВИДІВКА
1822083200,1800000000,1822000000,,,КАМ'ЯНСЬКА/С.КАМ'ЯНКА
1822083201,1800000000,1822000000,НП,С,КАМ'ЯНКА
1822083202,1800000000,1822000000,НП,С,ДОВЖИК
1822083203,1800000000,1822000000,НП,С,НОВОСЕЛИЦЯ
1822083204,1800000000,1822000000,НП,С,СОНЯЧНЕ
1822084100,1800000000,1822000000,,,ЛЕВКІВСЬКА/С.ЛЕВКІВ
1822084101,1800000000,1822000000,НП,С,ЛЕВКІВ
1822084102,1800000000,1822000000,НП,С,КАЛИНІВКА
1822084103,1800000000,1822000000,НП,С,КЛІТЧИН
1822085300,1800000000,1822000000,,,ОЗЕРЯНКІВСЬКА/С.ОЗЕРЯНКА
1822085301,1800000000,1822000000,НП,С,ОЗЕРЯНКА
1822085302,1800000000,1822000000,НП,С,ПАВЛЕНКІВКА
1822085303,1800000000,1822000000,НП,С,РУЖКИ
1822085600,1800000000,1822000000,,,ОЛІЇВСЬКА/С.ОЛІЇВКА
1822085601,1800000000,1822000000,НП,С,ОЛІЇВКА
1822085602,1800000000,1822000000,НП,С,ПІЩАНКА
1822085603,1800000000,1822000000,НП,С,СВІТИН
1822086200,1800000000,1822000000,,,РУДНЄ-ГОРОДИЩЕНСЬКА/С.РУДНЯ-ГОРОДИЩЕ
1822086201,1800000000,1822000000,НП,С,РУДНЯ-ГОРОДИЩЕ
1822086202,1800000000,1822000000,НП,С,ГАЙ
1822086203,1800000000,1822000000,НП,С,РОЗДОЛЬНЕ
1822086204,1800000000,1822000000,НП,С,СОСНІВКА
1822086300,1800000000,1822000000,,,САДКІВСЬКА/С.САДКИ
1822086301,1800000000,1822000000,НП,С,САДКИ
1822086303,1800000000,1822000000,НП,С,ВИГОДА
1822086500,1800000000,1822000000,,,СІНГУРІВСЬКА/С.СІНГУРИ
1822086501,1800000000,1822000000,НП,С,СІНГУРИ
1822086502,1800000000,1822000000,НП,С,ВИШНЕВЕ
1822086503,1800000000,1822000000,НП,С,ВОЛИЦЯ
1822086504,1800000000,1822000000,НП,С,ДВІРЕЦЬ
1822086505,1800000000,1822000000,НП,С,ПРЯЖІВ
1822086800,1800000000,1822000000,,,СТАНИШІВСЬКА/С.СТАНИШІВКА
1822086801,1800000000,1822000000,НП,С,СТАНИШІВКА
1822086802,1800000000,1822000000,НП,С,БИСТРІ
1822086803,1800000000,1822000000,НП,С,СЛОБОДА-СЕЛЕЦЬ
1822086804,1800000000,1822000000,НП,С,ВЕРШИНА
1822086805,1800000000,1822000000,НП,С,ГРАБІВКА
1822086806,1800000000,1822000000,НП,С,ЗАРІЧАНИ
1822086807,1800000000,1822000000,НП,С,КОДНЯ
1822086808,1800000000,1822000000,НП,С,КРИНИЧКИ
1822086809,1800000000,1822000000,НП,С,ЛЕОНІВКА
1822086810,1800000000,1822000000,НП,С,ЛІСІВЩИНА
1822086811,1800000000,1822000000,НП,С,ЛІЩИН
1822086812,1800000000,1822000000,НП,С,ЛУКА
1822086813,1800000000,1822000000,НП,С,МИРОЛЮБІВКА
1822086814,1800000000,1822000000,НП,С,МЛИНИЩЕ
1822086815,1800000000,1822000000,НП,С,МОШКІВКА
1822086816,1800000000,1822000000,НП,С,ПІСКИ
1822086817,1800000000,1822000000,НП,С,СКОМОРОХИ
1822086818,1800000000,1822000000,НП,С,ТАРАСІВКА
1822086819,1800000000,1822000000,НП,С,ТУРОВЕЦЬ
1822086820,1800000000,1822000000,НП,С,ЧЕРВОНИЙ СТЕПОК
1822087200,1800000000,1822000000,,,ТЕТЕРІВСЬКА/С.ТЕТЕРІВКА
1822087201,1800000000,1822000000,НП,С,ТЕТЕРІВКА
1822087202,1800000000,1822000000,НП,С,БУКИ
1822087203,1800000000,1822000000,НП,С,ДЕНИШІ
1822087204,1800000000,1822000000,НП,С,КАТЕРИНІВКА
1822087205,1800000000,1822000000,НП,С,КОРЧАК
1822087206,1800000000,1822000000,НП,С,МИХАЙЛІВКА
1822087207,1800000000,1822000000,НП,С,НОВА РУДНЯ
1822087208,1800000000,1822000000,НП,С,ПЕРЛЯВКА
1822087209,1800000000,1822000000,НП,С,РУДЕНЬКА
1822087210,1800000000,1822000000,НП,С,ТРИГІР'Я
1822087211,1800000000,1822000000,НП,С,УЛЯНІВКА
1822087600,1800000000,1822000000,,,ТРОЯНІВСЬКА/С.ТРОЯНІВ
1822087601,1800000000,1822000000,НП,С,ТРОЯНІВ
1822087604,1800000000,1822000000,НП,С,СТАВЕЦЬКЕ
1822300000,1800000000,1822300000,Р,,КОРОСТЕНСЬКИЙ РАЙОН/М.КОРОСТЕНЬ
1822380000,1800000000,1822300000,,,СІЛЬРАДИ КОРОСТЕНЬСЬКОГО Р-НУ
1822380200,1800000000,1822300000,,,БІЛКІВСЬКА/С.БІЛКА
1822380201,1800000000,1822300000,НП,С,БІЛКА
1822380202,1800000000,1822300000,НП,С,РУДНЯ-БІЛКІВСЬКА
1822380400,1800000000,1822300000,,,БЕРЕСТОВЕЦЬКА/С.БЕРЕСТОВЕЦЬ
1822380401,1800000000,1822300000,НП,С,БЕРЕСТОВЕЦЬ
1822380600,1800000000,1822300000,,,БЕХІВСЬКА/С.БЕХИ
1822380601,1800000000,1822300000,НП,С,БЕХИ
1822380603,1800000000,1822300000,НП,С,ВОРОНЕВЕ
1822380604,1800000000,1822300000,НП,Щ,СОКОРИКИ
1822380900,1800000000,1822300000,,,ВАСЬКОВИЦЬКА/С.ВАСЬКОВИЧІ
1822380901,1800000000,1822300000,НП,С,ВАСЬКОВИЧІ
1822381000,1800000000,1822300000,,,ВИГІВСЬКА/С.ВИГІВ
1822381001,1800000000,1822300000,НП,С,ВИГІВ
1822381002,1800000000,1822300000,НП,С,БОРОВИЦЯ
1822381003,1800000000,1822300000,НП,С,КРАСНОПІЛЬ
1822381200,1800000000,1822300000,,,ГОРЩИКІВСЬКА/С.ГОРЩИК
1822381201,1800000000,1822300000,НП,С,ГОРЩИК
1822381202,1800000000,1822300000,НП,С,БЕРЕЗІВКА
1822381203,1800000000,1822300000,НП,С,ЖУПАНІВКА
1822381204,1800000000,1822300000,НП,С,ПІСКИ
1822381400,1800000000,1822300000,,,ДАВИДКІВСЬКА/С.ДАВИДКИ
1822381401,1800000000,1822300000,НП,С,ДАВИДКИ
1822381402,1800000000,1822300000,НП,С,ВИДЕНЬ
1822381403,1800000000,1822300000,НП,С,ДРУЖБІВКА
1822381600,1800000000,1822300000,,,ДІДКОВИЦЬКА/С.ДІДКОВИЧІ
1822381601,1800000000,1822300000,НП,С,ДІДКОВИЧІ
1822381602,1800000000,1822300000,НП,С,БУЛАХІВКА
1822381800,1800000000,1822300000,,,КАЛЕНСЬКА/С.КАЛЕНСЬКЕ
1822381801,1800000000,1822300000,НП,С,КАЛЕНСЬКЕ
1822381802,1800000000,1822300000,НП,С,КОРМА
1822382200,1800000000,1822300000,,,КОВАЛІВСЬКА/С.КОВАЛІ
1822382201,1800000000,1822300000,НП,С,КОВАЛІ
1822382202,1800000000,1822300000,НП,С,КРАСНОСІЛКА
1822382400,1800000000,1822300000,,,КОЖУХІВСЬКА/С.КОЖУХІВКА
1822382401,1800000000,1822300000,НП,С,КОЖУХІВКА
1822382402,1800000000,1822300000,НП,С,КЛОЧЕВЕ
1822383000,1800000000,1822300000,,,МАЛОЗУБІВЩИНСЬКА/С.МАЛА ЗУБІВЩИНА
1822383001,1800000000,1822300000,НП,С,МАЛА ЗУБІВЩИНА
1822383002,1800000000,1822300000,НП,С,ЗУБІВЩИНА
1822383200,1800000000,1822300000,,,МЕДИНІВСЬКА/С.МЕДИНІВКА
1822383201,1800000000,1822300000,НП,С,МЕДИНІВКА
1822383202,1800000000,1822300000,НП,С,ВЕЛИКИЙ ЛІС
1822383400,1800000000,1822300000,,,МЕЖИРІЦЬКА/С.МЕЖИРІЧКА
1822383401,1800000000,1822300000,НП,С,МЕЖИРІЧКА
1822383402,1800000000,1822300000,НП,С,БАРДИ
1822383600,1800000000,1822300000,,,МЕЛЕНІВСЬКА/С.МЕЛЕНІ
1822383601,1800000000,1822300000,НП,С,МЕЛЕНІ
1822383602,1800000000,1822300000,НП,С,ВИНАРІВКА
1822383603,1800000000,1822300000,НП,С,ГРАБИ
1822383604,1800000000,1822300000,НП,С,ПОЛЯНКА
1822383800,1800000000,1822300000,,,МИХАЙЛІВСЬКА/С.МИХАЙЛІВКА
1822383801,1800000000,1822300000,НП,С,МИХАЙЛІВКА
1822383802,1800000000,1822300000,НП,С,ПЛЕЩІВКА
1822384000,1800000000,1822300000,,,НОВАКІВСЬКА/С.НОВАКИ
1822384001,1800000000,1822300000,НП,С,НОВАКИ
1822384100,1800000000,1822300000,,,НОВИНСЬКА/С.НОВИНА
1822384101,1800000000,1822300000,НП,С,НОВИНА
1822384103,1800000000,1822300000,НП,С,ОЛЕКСАНДРІВКА
1822384105,1800000000,1822300000,НП,С,РУДНЯ
1822384200,1800000000,1822300000,,,ОБИХОДІВСЬКА/С.ОБИХОДИ
1822384201,1800000000,1822300000,НП,С,ОБИХОДИ
1822384202,1800000000,1822300000,НП,С,ОБИХОДІВКА
1822385000,1800000000,1822300000,,,САРНОВИЦЬКА/С.САРНОВИЧІ
1822385001,1800000000,1822300000,НП,С,САРНОВИЧІ
1822385200,1800000000,1822300000,,,СИНГАЇВСЬКА/С.СИНГАЇ
1822385201,1800000000,1822300000,НП,С,СИНГАЇ
1822385202,1800000000,1822300000,НП,С,ГРОЗИНЕ
1822385203,1800000000,1822300000,НП,С,КУПЕЧ
1822385204,1800000000,1822300000,НП,С,НЕМИРІВКА
1822385205,1800000000,1822300000,НП,С,ШАТРИЩЕ
1822385400,1800000000,1822300000,,,СТАВИЩЕНСЬКА/С.СТАВИЩЕ
1822385401,1800000000,1822300000,НП,С,СТАВИЩЕ
1822385402,1800000000,1822300000,НП,С,ЗАРУБИНКА
1822385403,1800000000,1822300000,НП,С,КРОПИВНЯ
1822385600,1800000000,1822300000,,,СТРЕМИГОРОДСЬКА/С.СТРЕМИГОРОД
1822385601,1800000000,1822300000,НП,С,СТРЕМИГОРОД
1822385602,1800000000,1822300000,НП,С,БОЛЯРКА
1822385603,1800000000,1822300000,НП,С,ДІБРОВА
1822385604,1800000000,1822300000,НП,С,МАЙДАНІВКА
1822385800,1800000000,1822300000,,,СУШКІВСЬКА/С.СУШКИ
1822385801,1800000000,1822300000,НП,С,СУШКИ
1822385802,1800000000,1822300000,НП,С,КАМ'ЯНА ГОРА
1822386000,1800000000,1822300000,,,УШОМИРСЬКА/С.УШОМИР
1822386001,1800000000,1822300000,НП,С,УШОМИР
1822386002,1800000000,1822300000,НП,С,БЕРЕЗНЕВЕ
1822386003,1800000000,1822300000,НП,С,ЗАРІЧЧЯ
1822386004,1800000000,1822300000,НП,С,КОВБАЩИНА
1822386005,1800000000,1822300000,НП,С,ПУГАЧІВКА
1822386006,1800000000,1822300000,НП,С,РУДНЯ-УШОМИРСЬКА
1822386007,1800000000,1822300000,НП,С,САДИБНЕ
1822386008,1800000000,1822300000,НП,С,САНТАРКА
1822386009,1800000000,1822300000,НП,С,СТРУМОК
1822386010,1800000000,1822300000,НП,С,БІЛОШИЦІ
1822386011,1800000000,1822300000,НП,С,БОНДАРІВКА
1822386012,1800000000,1822300000,НП,Щ,БРОДИ
1822386013,1800000000,1822300000,НП,С,ВЕЛЕНЬ
1822386014,1800000000,1822300000,НП,С,ВЕСЕЛІВКА
1822386015,1800000000,1822300000,НП,С,ВИШНЕВЕ
1822386016,1800000000,1822300000,НП,С,ГУЛЯНКА
1822386017,1800000000,1822300000,НП,С,ЖАБЧЕ
1822386018,1800000000,1822300000,НП,С,ІВАНІВКА
1822386019,1800000000,1822300000,НП,С,ІВАНОПІЛЬ
1822386020,1800000000,1822300000,НП,С,КАЛИНІВКА
1822386021,1800000000,1822300000,НП,С,КОВАЛІВЩИНА
1822386022,1800000000,1822300000,НП,С,КРАСНОГІРКА
1822386023,1800000000,1822300000,НП,С,КУПИЩЕ
1822386024,1800000000,1822300000,НП,С,ЛІСІВЩИНА
1822386025,1800000000,1822300000,НП,С,ЛІСОБУДА
1822386026,1800000000,1822300000,НП,С,МОЙСІЇВКА
1822386027,1800000000,1822300000,НП,С,МОШКІВКА
1822386028,1800000000,1822300000,НП,Щ,НОВА УШИЦЯ
1822386029,1800000000,1822300000,НП,С,ОХОТІВКА
1822386030,1800000000,1822300000,НП,С,ПЕРШОТРАВНЕВЕ
1822386031,1800000000,1822300000,НП,С,ПОЛІСЬКЕ
1822386032,1800000000,1822300000,НП,С,РИШАВКА
1822386033,1800000000,1822300000,НП,С,РОЗІВКА
1822386034,1800000000,1822300000,НП,С,РУДНЯ
1822386035,1800000000,1822300000,НП,С,УШИЦЯ
1822386036,1800000000,1822300000,НП,С,ХОДАЧКИ
1822386200,1800000000,1822300000,,,ХОДАКІВСЬКА/С.ХОДАКИ
1822386201,1800000000,1822300000,НП,С,ХОДАКИ
1822386202,1800000000,1822300000,НП,С,ГОРБАЧІ
1822386203,1800000000,1822300000,НП,С,СУБИНЕ
1822386400,1800000000,1822300000,,,ХОЛОСНЕНСЬКА/С.ХОЛОСНЕ
1822386401,1800000000,1822300000,НП,С,ХОЛОСНЕ
1822386402,1800000000,1822300000,НП,С,ЗЛОБИЧІ
1822386403,1800000000,1822300000,НП,С,НИВКИ
1822386600,1800000000,1822300000,,,ХОТИНІВСЬКА/С.ХОТИНІВКА
1822386601,1800000000,1822300000,НП,С,ХОТИНІВКА
1822386602,1800000000,1822300000,НП,С,ДОМОЛОЧ
1822386603,1800000000,1822300000,НП,С,ІСКОРОСТЬ
1822386604,1800000000,1822300000,НП,С,РОЗТЯЖИН
1822386605,1800000000,1822300000,НП,С,СОБОЛІВКА
1822386800,1800000000,1822300000,,,ШЕРШНІВСЬКА/С.ШЕРШНІ
1822386801,1800000000,1822300000,НП,С,ШЕРШНІ
1822386802,1800000000,1822300000,НП,С,ДЕСЯТИНИ
1822386803,1800000000,1822300000,НП,С,СТАРИКИ
1822500000,1800000000,1822500000,Р,,КОРОСТИШІВСЬКИЙ РАЙОН/М.КОРОСТИШІВ
1822510000,1800000000,1822500000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ КОРОСТИШІВСЬКОГО Р-НУ
1822510100,1800000000,1822500000,НП,М,КОРОСТИШІВ
1822510101,1800000000,1822500000,НП,С,БОБРИК
1822510102,1800000000,1822500000,НП,С,АНТОНІВКА
1822510103,1800000000,1822500000,НП,С,ТЕСНІВКА
1822510104,1800000000,1822500000,НП,С,БІЛЬКІВЦІ
1822510105,1800000000,1822500000,НП,С,БОРОК
1822510106,1800000000,1822500000,НП,С,БРАЖЕНЕЦЬ
1822510107,1800000000,1822500000,НП,С,ВИДУМКА
1822510108,1800000000,1822500000,НП,С,ВИШНЕВЕ
1822510109,1800000000,1822500000,НП,С,ВІЛЕНЬКА
1822510110,1800000000,1822500000,НП,С,ВІЛЬНЯ
1822510111,1800000000,1822500000,НП,С,ВІЛЬНЯНКА
1822510112,1800000000,1822500000,НП,С,ГОЛУБІВКА
1822510113,1800000000,1822500000,НП,С,ГРУБСЬКЕ
1822510114,1800000000,1822500000,НП,С,ЄЛИЗАВЕТІВКА
1822510115,1800000000,1822500000,НП,С,ЗДВИЖКА
1822510116,1800000000,1822500000,НП,С,КВІТНЕВЕ
1822510117,1800000000,1822500000,НП,С,КОЗАК
1822510118,1800000000,1822500000,НП,С,КОЛОДЯЗЬКИ
1822510119,1800000000,1822500000,НП,С,КРАСИЛІВКА
1822510120,1800000000,1822500000,НП,С,КРОПИВНЯ
1822510121,1800000000,1822500000,НП,С,ОНИШПІЛЬ
1822510122,1800000000,1822500000,НП,С,ПРОДУБІЇВКА
1822510123,1800000000,1822500000,НП,С,РАДІВКА
1822510124,1800000000,1822500000,НП,С,СЕМЕНІВКА
1822510125,1800000000,1822500000,НП,С,СТРИЖІВКА
1822510126,1800000000,1822500000,НП,С,СТРУЦІВКА
1822510127,1800000000,1822500000,НП,С,ЦАРІВКА
1822510128,1800000000,1822500000,НП,С,ЩИГЛІЇВКА
1822580000,1800000000,1822500000,,,СІЛЬРАДИ КОРОСТИШІВСЬКОГО Р-НУ
1822581700,1800000000,1822500000,,,ГОРОДСЬКА/С.ГОРОДСЬКЕ
1822581701,1800000000,1822500000,НП,С,ГОРОДСЬКЕ
1822581703,1800000000,1822500000,НП,С,ВИСОКИЙ КАМІНЬ
1822581707,1800000000,1822500000,НП,С,НОВОГОРОДЕЦЬКЕ
1822581800,1800000000,1822500000,,,ГУМЕННИЦЬКА/С.ГУМЕННИКИ
1822581801,1800000000,1822500000,НП,С,ГУМЕННИКИ
1822581803,1800000000,1822500000,НП,С,ЧЕРВОНИЙ РОВЕЦЬ
1822582400,1800000000,1822500000,,,КАМ'ЯНОБРІДСЬКА/С.КАМ'ЯНИЙ БРІД
1822582401,1800000000,1822500000,НП,С,КАМ'ЯНИЙ БРІД
1822583200,1800000000,1822500000,,,КМИТІВСЬКА/С.КМИТІВ
1822583201,1800000000,1822500000,НП,С,КМИТІВ
1822583203,1800000000,1822500000,НП,С,ВЕЛИКІ КОШАРИЩА
1822583206,1800000000,1822500000,НП,С,МАЛІ КОШАРИЩА
1822583300,1800000000,1822500000,,,КОЗІЇВСЬКА/С.КОЗІЇВКА
1822583301,1800000000,1822500000,НП,С,КОЗІЇВКА
1822584000,1800000000,1822500000,,,МИНІЙКІВСЬКА/С.МИНІЙКИ
1822584001,1800000000,1822500000,НП,С,МИНІЙКИ
1822585000,1800000000,1822500000,,,САДІВСЬКА/С.САДОВЕ
1822585001,1800000000,1822500000,НП,С,САДОВЕ
1822585005,1800000000,1822500000,НП,С,ТРАВНЕВЕ
1822585600,1800000000,1822500000,,,СЛОБІДСЬКА/С.СЛОБІДКА
1822585601,1800000000,1822500000,НП,С,СЛОБІДКА
1822585603,1800000000,1822500000,НП,С,ЧЕРВОНИЙ ГАЙ
1822586700,1800000000,1822500000,,,СТАРОСІЛЕЦЬКА/С.СТАРОСІЛЬЦІ
1822586701,1800000000,1822500000,НП,С,СТАРОСІЛЬЦІ
1822586703,1800000000,1822500000,НП,С,КАШПЕРІВКА
1822586705,1800000000,1822500000,НП,С,СМИКІВКА
1822587300,1800000000,1822500000,,,СТУДЕНИЦЬКА/С.СТУДЕНИЦЯ
1822587301,1800000000,1822500000,НП,С,СТУДЕНИЦЯ
1822587303,1800000000,1822500000,НП,С,ГОРОДЕНКА
1822587305,1800000000,1822500000,НП,С,РУДЕНЬКА
1822587600,1800000000,1822500000,,,ТОРЧИНСЬКА/С.ТОРЧИН
1822587601,1800000000,1822500000,НП,С,ТОРЧИН
1822587900,1800000000,1822500000,,,ХАРИТОНІВСЬКА/С.ХАРИТОНІВКА
1822587901,1800000000,1822500000,НП,С,ХАРИТОНІВКА
1822587903,1800000000,1822500000,НП,С,ГЛИБОЧОК
1822587905,1800000000,1822500000,НП,С,МАМРИН
1822587907,1800000000,1822500000,НП,С,РОЗКИДАЙЛІВКА
1822587909,1800000000,1822500000,НП,С,РУДНЯ
1822587911,1800000000,1822500000,НП,С,СМОЛІВКА
1822588400,1800000000,1822500000,,,ШАХВОРОСТІВСЬКА/С.ШАХВОРОСТІВКА
1822588401,1800000000,1822500000,НП,С,ШАХВОРОСТІВКА
1822588403,1800000000,1822500000,НП,С,ГОРІХОВЕ
1822588405,1800000000,1822500000,НП,С,КУЛІШІВКА
1822588407,1800000000,1822500000,НП,С,МАШИНА
1822588409,1800000000,1822500000,НП,С,ОСИКОВЕ
1822588411,1800000000,1822500000,НП,С,ОСИКОВИЙ КОПЕЦЬ
1822588413,1800000000,1822500000,НП,С,ТРИКОПЦІ
1822800000,1800000000,1822800000,Р,,ЛУГИНСЬКИЙ РАЙОН/СМТ ЛУГИНИ
1822855000,1800000000,1822800000,,,СЕЛИЩА МІСЬКОГО ТИПУ ЛУГИНСЬКОГО Р-НУ
1822855100,1800000000,1822800000,НП,Т,ЛУГИНИ
1822855101,1800000000,1822800000,НП,С,ГЛУХОВА
1822855102,1800000000,1822800000,НП,С,КРУПЧАТКА
1822855103,1800000000,1822800000,НП,С,ЛУГИНКИ
1822855104,1800000000,1822800000,НП,С,СТАНЦІЙНЕ
1822855105,1800000000,1822800000,НП,Т,МИРОЛЮБІВ
1822855106,1800000000,1822800000,НП,С,БЕРЕЗОВИЙ ГРУД
1822855107,1800000000,1822800000,НП,С,БУДО-ЛІТКИ
1822855108,1800000000,1822800000,НП,С,ВЕЛИКИЙ ДИВЛИН
1822855109,1800000000,1822800000,НП,С,ВЕРБІВКА
1822855110,1800000000,1822800000,НП,С,ЖЕРЕВЦІ
1822855111,1800000000,1822800000,НП,С,ЗАПІЛЛЯ
1822855112,1800000000,1822800000,НП,С,ЗАРІЧКА
1822855113,1800000000,1822800000,НП,С,ІВАНІВКА
1822855114,1800000000,1822800000,НП,С,КАЛИНІВКА
